Datetime,Frames,Bytes
2022-07-07 20:49:50,32475,1931782
2022-07-07 20:49:55,25780,1529730
2022-07-07 20:50:00,21422,1274056
2022-07-07 20:50:05,20292,1209214
2022-07-07 20:50:10,14690,871572
2022-07-07 20:50:15,14621,867512
2022-07-07 20:50:20,14685,871308
2022-07-07 20:50:25,15588,924880
2022-07-07 20:50:30,15734,933546
2022-07-07 20:50:35,17236,1022644
2022-07-07 20:50:40,18115,1074754
2022-07-07 20:50:45,37602,2247410
2022-07-07 20:50:50,37671,2254248
2022-07-07 20:50:55,33685,2017952
2022-07-07 20:51:00,34272,2052286
2022-07-07 20:51:05,46454,2778020
2022-07-07 20:51:10,43781,2616056
2022-07-07 20:51:15,39540,2362558
2022-07-07 20:51:20,35341,2107210
2022-07-07 20:51:25,37532,2242240
2022-07-07 20:51:30,37687,2240830
2022-07-07 20:51:35,35912,2137896
2022-07-07 20:51:40,28986,1723738
2022-07-07 20:51:45,18063,1071916
2022-07-07 20:51:50,23314,1388222
2022-07-07 20:51:55,37419,2236606
2022-07-07 20:52:00,33846,2013184
2022-07-07 20:52:05,19878,1185004
2022-07-07 20:52:10,21277,1262362
2022-07-07 20:52:15,38833,2305726
2022-07-07 20:52:20,31637,1876856
2022-07-07 20:52:25,40206,2385322
2022-07-07 20:52:30,29194,1732026
2022-07-07 20:52:35,37108,2201508
2022-07-07 20:52:40,24177,1437400
2022-07-07 20:52:45,12449,738322
2022-07-07 20:52:50,15940,945594
2022-07-07 20:52:55,29053,1737544
2022-07-07 20:53:00,39293,2347782
2022-07-07 20:53:05,38919,2330404
2022-07-07 20:53:10,39572,2368084
2022-07-07 20:53:15,43751,2615852
2022-07-07 20:53:20,32191,1928232
2022-07-07 20:53:25,31626,1893882
2022-07-07 20:53:30,46353,2764774
2022-07-07 20:53:35,47945,2858356
2022-07-07 20:53:40,42526,2533344
2022-07-07 20:53:45,32941,1957634
2022-07-07 20:53:50,26235,1558048
2022-07-07 20:53:55,34355,2046912
2022-07-07 20:54:00,39014,2330470
2022-07-07 20:54:05,37851,2247778
2022-07-07 20:54:10,31980,1897274
2022-07-07 20:54:15,30946,1843202
2022-07-07 20:54:20,20709,1229846
2022-07-07 20:54:25,21150,1254782
2022-07-07 20:54:30,18162,1078348
2022-07-07 20:54:35,12736,755878
2022-07-07 20:54:40,10276,609758
2022-07-07 20:54:45,19388,1150264
2022-07-07 20:54:50,32982,1956842
2022-07-07 20:54:55,17270,1027158
2022-07-07 20:55:00,23422,1395700
2022-07-07 20:55:05,37247,2226738
2022-07-07 20:55:10,41916,2504328
2022-07-07 20:55:15,37460,2243858
2022-07-07 20:55:20,36570,2189964
2022-07-07 20:55:25,39429,2358696
2022-07-07 20:55:30,42663,2549590
2022-07-07 20:55:35,41541,2472916
2022-07-07 20:55:40,38520,2306538
2022-07-07 20:55:45,37511,2240476
2022-07-07 20:55:50,33786,2008304
2022-07-07 20:55:55,26634,1580100
2022-07-07 20:56:00,24937,1486200
2022-07-07 20:56:05,36813,2199508
2022-07-07 20:56:10,35356,2102180
2022-07-07 20:56:15,34449,2043860
2022-07-07 20:56:20,28225,1674618
2022-07-07 20:56:25,34241,2039966
2022-07-07 20:56:30,20395,1212072
2022-07-07 20:56:35,19939,1182962
2022-07-07 20:56:40,29031,1722476
2022-07-07 20:56:45,26768,1589278
2022-07-07 20:56:50,28402,1685154
2022-07-07 20:56:55,23699,1406412
2022-07-07 20:57:00,26821,1591380
2022-07-07 20:57:05,27106,1614492
2022-07-07 20:57:10,29990,1794832
2022-07-07 20:57:15,33965,2031894
2022-07-07 20:57:20,33359,1996370
2022-07-07 20:57:25,35756,2141912
2022-07-07 20:57:30,39768,2380696
